family,number,id,name,description,type,status,placeholder_values,profile_notes,page
PL,05,pl-5,Privacy impact assessment,Withdrawn: Incorporated into RA-08.,NA,NA,NA,NA,86
PL,06,pl-6,Security-related activity planning,Withdrawn: Incorporated into PL-02.,NA,NA,NA,NA,86
PL,07,pl-7,Concepts of operation,"A. Develop a Concept of Operations (CONOPS) for the system describing how the organization intends to operate the
system from the perspective of information security and privacy.
B. Review and update the CONOPS [Assignment: organization-defined frequency].",Activity,Not selected,NA,NA,86
PL,08,pl-8,Security and privacy architectures,"A. Develop security and privacy architectures for the system that describe:
1. the requirements and approach to be taken for protecting the confidentiality, integrity, and availability of organizational
information
2. the requirements and approach to be taken for handling personal information to minimize any privacy risk to individuals
3. how the architectures are integrated into and support the enterprise architecture
4. any assumptions about, and dependencies on, external systems and services
B. Review and update the architectures [Assignment: organization-defined frequency] to reflect changes in the enterprise
architecture.
C. Reflect planned architecture changes in security and privacy plans, CONOPS, criticality analysis, organizational
procedures, and procurements and acquisitions.",Activity,Selected,NA,NA,86
PL,08(01),pl-8.1,Security and privacy architectures,"Security and privacy architectures: Defence-in-depth
Design the security and privacy architectures for the system using a defence-in-depth approach that:
a. allocates [Assignment: organization-defined controls] to [Assignment: organization-defined locations and architectural
layers]
b. ensures that the allocated controls operate in a coordinated and mutually reinforcing manner",Activity,Not selected,NA,NA,86
PL,08(02),pl-8.2,Security and privacy architectures,"Security and privacy architectures: Supplier diversity
Require that [Assignment: organization-defined controls] allocated to [Assignment: organization-defined locations and
architectural layers] are obtained from different suppliers.",Activity,Not selected,NA,NA,86
PL,09,pl-9,Central management,Centrally manage [Assignment: organization-defined controls and related processes].,Control,Not selected,NA,NA,87
PL,10,pl-10,Baseline selection,Select a control baseline for the system.,Activity,Selected,NA,NA,87
PL,11,pl-11,Baseline tailoring,Tailor the selected control baseline by applying specified tailoring actions.,Activity,Selected,NA,NA,87
PM,01,pm-1,Information security program plan,"A. Develop and disseminate an organization-wide information security program plan that:
1. provides an overview of the requirements for the security program and a description of the security program
management controls and common controls in place or planned for meeting those requirements
2. includes the identification and assignment of roles, responsibilities, management commitment, coordination among
organizational entities, and compliance
3. reflects the coordination among organizational entities responsible for information security
4. is approved by a senior official with responsibility and accountability for the risk being incurred to organizational
operations (including mission, functions, image, and reputation), organizational assets, individuals, other organizations,
and Canada
B. Review and update the organization-wide information security program plan [Assignment: organization-defined
frequency] and following [Assignment: organization-defined events].
C. Protect the information security program plan from unauthorized disclosure and modification.",Activity,Deployed organization-wide. Not associated with baseline.,NA,NA,87
PM,02,pm-2,Information security program leadership role,"Appoint a senior official in the department’s security governance with the mission and resources to coordinate, develop,
implement, and maintain an organization-wide information security program.",Control,Deployed organization-wide. Not associated with baseline.,NA,NA,87
PM,03,pm-3,Information security and privacy resources,"A. Include the resources needed to implement the information security and privacy programs in capital planning and
investment requests and document all exceptions to this requirement.
B. Prepare documentation required for addressing information security and privacy programs in capital planning and
investment requests in accordance with applicable laws, Orders in Council, directives, policies, regulations, standards.
C. Make the planned information security and privacy resources available for expenditure.",Control,Deployed organization-wide. Not associated with baseline.,NA,NA,87
PM,04,pm-4,Plan of action and milestones process,"A. Implement a process to ensure that plans of action and milestones for the information security, privacy, and supply
chain risk management programs and associated organizational systems:
1. are developed and maintained
2. document the remedial information security, privacy, and supply chain risk management actions to adequately respond
to risk to organizational operations and assets, individuals, other organizations, and Canada
3. are reported in accordance with established reporting requirements
87
B. Review plans of action and milestones for consistency with the organizational risk management strategy and
organization-wide priorities for risk response actions.",Activity,Deployed organization-wide. Not associated with baseline.,NA,NA,87
PM,05,pm-5,System and program inventory,Develop and update [Assignment: organization-defined frequency] an inventory of organizational systems and programs.,Control,Deployed organization-wide. Not associated with baseline.,NA,NA,88
PM,05(01),pm-5.1,System and program inventory,"System and program inventory: Inventory of personal information
Establish, maintain, and update [Assignment: organization-defined frequency] an inventory of all systems, programs,
applications, and projects that process personal information.",Control,Deployed organization-wide. Not associated with baseline.,NA,NA,88
PM,06,pm-6,Measures of performance,"Develop, monitor, and report on the results of information security and privacy measures of performance.",Activity,Deployed organization-wide. Not associated with baseline.,NA,NA,88
PM,07,pm-7,Enterprise architecture,"Develop and maintain an enterprise architecture with consideration for information security, privacy, and the resulting risk
to organizational operations and assets, individuals, other organizations, and Canada.",Activity,Deployed organization-wide. Not associated with baseline.,NA,NA,88
PM,07(01),pm-7.1,Enterprise architecture,"Enterprise architecture: Offloading
Offload [Assignment: organization-defined non-essential functions or services] to other systems, system components, or
an external provider.",Activity,Deployed organization-wide. Not associated with baseline.,NA,NA,88
PM,08,pm-8,Critical infrastructure plan,"Address information security and privacy issues in the development, documentation, and updating of a critical
infrastructure and key resources protection plan.",Activity,Deployed organization-wide. Not associated with baseline.,NA,NA,88
PM,09,pm-9,Risk management strategy,"A. Develop a comprehensive strategy to manage the:
1. security risks to organizational operations and assets, individuals, other organizations, and Canada associated with the
operation and use of organizational systems
2. privacy risks to individuals resulting from the authorized handling of personal information
B. Implement the risk management strategy consistently across the organization.
C. Review and update the risk management strategy [Assignment: organization-defined frequency] or as required, to
address organizational changes.",Activity,Deployed organization-wide. Not associated with baseline.,NA,NA,88
PM,10,pm-10,Authorization process,"A. Manage the security and privacy state of organizational systems and the environments in which those systems operate
through authorization processes.
B. Designate individuals to fulfill specific roles and responsibilities within the organizational risk management process.
C. Integrate the authorization processes into an organization-wide risk management program.",Control,Deployed organization-wide. Not associated with baseline.,NA,NA,88
PM,11,pm-11,Mission and business process definition,"A. Define organizational mission and business processes with consideration for information security and privacy
protection and the resulting risk to organizational operations, organizational assets, individuals, other organizations, and
Canada.
B. Determine information protection and personal information handling needs arising from the defined mission and
business processes.
C. Review and revise the mission and business processes [Assignment: organization-defined frequency].",Activity,Deployed organization-wide. Not associated with baseline.,NA,NA,89
PM,12,pm-12,Insider threat program,Implement an insider threat program that includes a cross-discipline insider threat incident handling team.,Control,Deployed organization-wide. Not associated with baseline.,NA,NA,89
PM,13,pm-13,Security and privacy workforce,Establish a security and privacy workforce development and improvement program.,Activity,Deployed organization-wide. Not associated with baseline.,NA,NA,89
PM,14,pm-14,"Testing, training, and monitoring","A. Implement a process for ensuring that organizational plans for conducting security and privacy testing, training, and
monitoring activities associated with organizational systems:
1. are developed and maintained
2. continue to be executed
B. Review testing, training, and monitoring plans for consistency with the organizational security and privacy risk
management strategy and organization-wide priorities for risk response actions.",Activity,Deployed organization-wide. Not associated with baseline.,NA,NA,89
PM,15,pm-15,Security and privacy groups and associations,"Establish and institutionalize contact with selected groups and associations within the security and privacy communities
to:
A. facilitate ongoing security and privacy education and training for organizational personnel
B. maintain currency with recommended security and privacy practices, techniques, and technologies
C. share current security and privacy information, including threats, vulnerabilities, and incidents",Activity,Deployed organization-wide. Not associated with baseline.,NA,NA,89
PM,16,pm-16,Threat awareness program,"Implement a threat awareness program that includes a cross-organization information-sharing capability for threat
intelligence.",Control,Deployed organization-wide. Not associated with baseline.,NA,NA,89
PM,16(01),pm-16.1,Threat awareness program,"Threat awareness program: Automated means for sharing threat intelligence
Employ automated mechanisms to maximize the effectiveness of sharing threat intelligence information.",Control,Deployed organization-wide. Not associated with baseline.,NA,NA,89
PM,17,pm-17,Protecting controlled information on outsourced external systems,"A. Establish policy and procedures to ensure that requirements for the protection of controlled information that is
processed, stored, or transmitted on external systems, are implemented in accordance with applicable laws, Orders in
Council, directives, policies, regulations, and standards.
B. Review and update the policy and procedures [Assignment: organization-defined frequency].",Control,Deployed organization-wide. Not associated with baseline.,NA,NA,89
PM,18,pm-18,Privacy program plan,"A. Develop and disseminate an organization-wide privacy program plan that provides an overview of the organization’s
privacy program, and:
1. includes a description of the structure of the service delivery program for privacy and the resources dedicated to the
privacy program
2. provides an overview of the requirements for the privacy program and a description of the privacy program
management controls and common controls in place or planned for meeting those requirements
3. includes the role of the appropriate privacy senior official or executive, describes the formal delegation of authority
from the Deputy Head, and identifies and assigns the roles of other privacy officials and staff and their responsibilities
4. describes management commitment, compliance requirements, and the strategic goals and objectives of the privacy
program
5. reflects coordination among organizational entities responsible for the different aspects of privacy
6. is approved by a senior official with responsibility and accountability for the privacy risk being incurred to
organizational operations (including mission, functions, image, and reputation), organizational assets, individuals, other
organizations, and Canada
B. Update the plan [Assignment: organization-defined frequency] and address changes in the application of federal privacy
laws based on jurisprudence and policy and organizational changes and problems identified during plan implementation
or privacy control assessments.
AA. Ensure the privacy program plan is communicated and made available to personnel responsible for implementing the
plan.",Activity,Deployed organization-wide. Not associated with baseline.,NA,NA,90
PM,19,pm-19,Privacy program leadership role,"Appoint an appropriate privacy senior official or executive with the authority, mission, accountability, and resources to
coordinate, develop, and implement, applicable privacy requirements and manage privacy risks through the organization-
wide privacy program.",Control,Deployed organization-wide. Not associated with baseline.,NA,NA,90
PM,20,pm-20,Communication of key privacy services,"Maintain a central resource webpage on the organization’s principal public website that serves as a central source of
information about the organization’s privacy services and that:
A. ensures that the public has access to a list of programs and services that collect and use personal information via Info
Source
B. ensures that organizational privacy policies, practices and resources are published in the Annual Report to Parliament
on the Administration of the Privacy Act
C. communicates publicly facing email addresses and/or phone lines to enable the public to provide feedback and/or
direct questions to privacy offices regarding privacy practices
AA. includes summaries of completed Privacy Impact Assessments
BB. includes direction to individuals about how to file a request to access their personal information, how to file a formal
records correction and how to file a formal complaint, if they choose to do so",Control,Deployed organization-wide. Not associated with baseline.,NA,NA,90
PM,20(01),pm-20.1,Communication of key privacy services,"Communication of key privacy services: Privacy policies on websites, applications, and digital services
Develop and post privacy policies on all external-facing websites, mobile applications, and other digital services, if the
privacy of websites visitors could be affected. Ensure that policies:
a. are written in plain language and organized in a way that is easy to understand and navigate
b. provide information needed by the public to make an informed decision about whether and how to interact with the
organization
c. are updated whenever the organization makes a substantive change to the practices it describes and includes a
time/date stamp to inform the public of the date of the most recent changes",Control,Deployed organization-wide. Not associated with baseline.,NA,NA,90
PM,21,pm-21,Maintain a record of disclosures,"A. Establish procedures for, and maintain a record of disclosures of personal information including the:
1. date and details of the disclosure
2. position and address, or other contact information of the individual or organization to which the disclosure was made
B. Keep a record of disclosures for the length of the time the personal information is maintained or as required by
organization’s information management standards.
C. Make the record of disclosure available to the individual to whom the personal information relates, upon request,
unless the disclosure meets the exemptions cited in the Privacy Act.
AA. Establish a contract, information sharing agreement or information sharing arrangement to document appropriate
safeguards prior to any disclosure of personal information to another federal program or to another public or private
sector entity.",Control,Deployed organization-wide. Not associated with baseline.,NA,NA,91
PM,22,pm-22,Personal information quality management,"Develop and document organization-wide policies and procedures for:
A. reviewing for the accuracy, relevance, timeliness, and completeness of personal information across the information
lifecycle
B. implementing records correction process that facilitates correcting or deleting inaccurate or outdated personal
information
C. implementing records correction process that facilitates disseminating notice of corrected personal information when
the incorrect information has been disclosed previously
AA. ensuring that collection procedures adhere to the requirements of applicable legislation
BB. documenting any changes or modifications to the information, including the date and sources of the information
change",Control,Deployed organization-wide. Not associated with baseline.,NA,NA,91
PM,23,pm-23,Data governance committee,"Establish a data governance committee consisting of [Assignment: organization-defined roles] with [Assignment:
organization-defined responsibilities].",Activity,Deployed organization-wide. Not associated with baseline.,NA,NA,91
PM,24,pm-24,Data integrity board,"Establish a data integrity board to:
A. review proposals to conduct or participate in a matching program
B. conduct an annual review of all matching programs in which the organization has participated",Activity,Deployed organization-wide. Not associated with baseline.,NA,NA,91
PM,25,pm-25,"Minimization of personal information used in testing, training, and research","A. Develop, document, and implement policies and procedures that address the use of personal information for internal
testing, training, and research.
B. Limit or minimize the amount of personal information used for internal testing, training, and research purposes.
C. Authorize the use of personal information in internal testing, training, and research when the required result cannot be
achieved without the use of the personal information.
D. Review and update policies and procedures [Assignment: organization-defined frequency].
AA. Restrict the disclosure of datasets containing personal information to external contractors, wherever possible.",Control,Deployed organization-wide. Not associated with baseline.,NA,NA,91
PM,26,pm-26,Complaint management,"Implement a process for receiving and responding to complaints, concerns, or questions from individuals about the
organizational security and privacy practices that includes:
A. mechanisms that are easy to use and readily accessible by the public
B. all information necessary for successfully filing complaints
C. tracking mechanisms to ensure all complaints received are reviewed and addressed within [Assignment: organization-
defined time period]
D. acknowledgement of receipt of complaints, concerns, or questions from individuals within [Assignment: organization-
defined time period]
E. response, with discretion, to complaints, concerns, or questions from individuals within [Assignment: organization-
defined time period]",Control,Deployed organization-wide. Not associated with baseline.,NA,NA,91
PM,27,pm-27,Privacy reporting,"A. Develop [Assignment: organization-defined privacy reports] and disseminate to:
1. [Assignment: organization-defined oversight bodies] to demonstrate accountability with statutory, regulatory, and policy
privacy mandates
2. [Assignment: organization-defined officials] and other personnel with responsibility for monitoring privacy program
compliance
B. Review and update privacy reports [Assignment: organization-defined frequency].
AA. Federal departments and agencies are required to report details related to the administration of the Privacy Act to
both Parliament and TBS, as per section 72 of the Privacy Act.",Control,Deployed organization-wide. Not associated with baseline.,NA,NA,92
PM,28,pm-28,Risk framing,"A. Identify and document:
1. assumptions affecting risk assessments, risk responses, and risk monitoring
2. constraints affecting risk assessments, risk responses, and risk monitoring
3. priorities and trade-offs considered by the organization for managing risk
4. organizational risk tolerance
B. Distribute the results of risk framing activities to [Assignment: organization-defined personnel].
C. Review and update risk framing considerations [Assignment: organization-defined frequency].",Control,Deployed organization-wide. Not associated with baseline.,NA,NA,92
PM,29,pm-29,Risk management program leadership roles,"A. Appoint a senior accountable official for risk management to align organizational information security and privacy
management processes with strategic, operational, and budgetary planning processes.
B. Establish a risk executive (function) to view and analyze risk from an organization-wide perspective and ensure
management of risk is consistent across the organization.",Control,Deployed organization-wide. Not associated with baseline.,NA,NA,92
PM,30,pm-30,Supply chain risk management strategy,"A. Develop an organization-wide strategy for managing supply chain risks associated with the development, acquisition,
maintenance, and disposal of systems, system components, and system services.
B. Implement the supply chain risk management strategy consistently across the organization.
C. Review and update the supply chain risk management strategy on [Assignment: organization-defined frequency] or as
required, to address organizational changes.",Activity,Deployed organization-wide. Not associated with baseline.,NA,NA,92
PM,30(01),pm-30.1,Supply chain risk management strategy,"Supply chain risk management strategy: Suppliers of critical or mission-essential items
Identify, prioritize, and assess suppliers of critical or mission-essential technologies, products, and services.",Activity,Deployed organization-wide. Not associated with baseline.,NA,NA,92
PM,31,pm-31,Continuous monitoring strategy,"Develop an organization-wide continuous monitoring strategy and implement continuous monitoring programs that
include:
A. the establishment of the following organization-wide metrics to be monitored: [Assignment: organization-defined
metrics]
B. the establishment of [Assignment: organization-defined monitoring frequencies] and [Assignment: organization-defined
assessment frequencies] for control effectiveness
C. ongoing monitoring of organizationally-defined metrics in accordance with the continuous monitoring strategy
D. correlation and analysis of information generated by control assessments and monitoring
E. response actions to address results of the analysis of control assessment and monitoring information
F. reporting on the security and privacy status of organizational systems to [Assignment: organization-defined personnel
or roles] [Assignment: organization-defined frequency]",Activity,Deployed organization-wide. Not associated with baseline.,NA,NA,92
PM,32,pm-32,Purposing,"Analyze [Assignment: organization-defined systems or systems components] supporting mission essential services or
functions to ensure that the information resources are being used consistent with their intended purpose.",Control,Deployed organization-wide. Not associated with baseline.,NA,NA,93
PS,01,ps-1,Personnel security policy and procedures,"A. Develop, document, and disseminate to [Assignment: organization-defined personnel or roles]:
1. [Selection (one or more): Organization-level; Mission/business process-level; System-level] personnel security policy
that:
a. addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational
entities, and compliance
b. is consistent with applicable laws, Orders in Council, directives, regulations, policies, standards, and guidelines
2. procedures to facilitate the implementation of the personnel security policy and the associated personnel security
controls
B. Designate an [Assignment: organization-defined official] to manage the development, documentation, and
dissemination of the personnel security policy and procedures.
C. Review and update the current personnel security:
1. policy [Assignment: organization-defined frequency] and following [Assignment: organization-defined events]
2. procedures [Assignment: organization-defined frequency] and following [Assignment: organization-defined events]",Activity,Selected,NA,NA,93
PS,02,ps-2,Position security analysis,"A. Determine the security screening requirements of all organizational positions.
B. Establish screening criteria for individuals filling those positions.
C. Review and update position security screening requirement [Assignment: organization-defined frequency].",Control,Selected,NA,NA,93
PS,03,ps-3,Personnel screening,"A. Screen individuals prior to authorizing access to the system.
B. Rescreen individuals in accordance with [Assignment: organization-defined conditions requiring rescreening and, where
rescreening is so indicated, the frequency of rescreening].",Control,Selected,NA,NA,93
PS,03(01),ps-3.1,Personnel screening,"Personnel screening: Classified information
Verify that individuals accessing a system processing, storing, or transmitting classified information are cleared and
indoctrinated to the highest classification level of the information to which they have access on the system.",Control,Not selected,NA,NA,93
PS,03(02),ps-3.2,Personnel screening,"Personnel screening: Formal indoctrination
Verify that individuals accessing a system processing, storing, or transmitting types of classified information that require
formal indoctrination, are formally indoctrinated for all the relevant types of information to which they have access on the
system.",Control,Not selected,NA,NA,94
PS,03(03),ps-3.3,Personnel screening,"Personnel screening: Information requiring special protective measures
Verify that individuals accessing a system that processes, stores, or transmits information requiring special protection:
a. have valid access authorizations that are demonstrated by assigned official government duties
b. satisfy [Assignment: organization-defined additional personnel screening criteria]",Control,Not selected,NA,NA,94
PS,03(04),ps-3.4,Personnel screening,"Personnel screening: Citizenship requirements
Verify that individuals accessing a system that processes, stores, or transmits [Assignment: organization-defined
information types] meet [Assignment: organization-defined citizenship requirements].",Control,Not selected,NA,NA,94
PS,04,ps-4,Personnel termination,"Upon termination of individual employment:
A. disable system access within [Assignment: organization-defined time period]
B. terminate or revoke any authenticators and credentials associated with the individual
C. conduct exit interviews that include a discussion of [Assignment: organization-defined information security topics]
D. retrieve all security-related, organizational system-related property
E. retain access to organizational information and systems formerly controlled by the terminated individual",Control,Selected,NA,NA,94
PS,04(01),ps-4.1,Personnel termination,"Personnel termination: Post-employment requirements
a. Notify terminated individuals of applicable, legally binding post-employment requirements for the protection of
organizational information.
b. Require terminated individuals to sign an acknowledgment of post-employment requirements as part of the
organizational termination process.",Control,Not selected,NA,NA,94
PS,04(02),ps-4.2,Personnel termination,"Personnel termination: Automated actions
Use [Assignment: organization-defined automated mechanisms] to [Selection (one or more): notify [Assignment:
organization-defined personnel or roles] of individual termination actions; disable access to system resources].",Control,Not selected,NA,NA,94
PS,04(400),ps-4.400,Personnel termination,"Personnel termination: Permanently bound to secrecy
Forward data on the form Record of a Person in a Scheduled Department or Agency Under the Security of Information Act
(SOIA) to the Canadian Security Intelligence Service (CSIS).",Control,Not selected,NA,NA,94
PS,05,ps-5,Personnel transfer,"A. Review and confirm ongoing operational need for current logical and physical access authorizations to systems and
facilities when individuals are reassigned or transferred to other positions within the organization.
B. Initiate [Assignment: organization-defined transfer or reassignment actions] within [Assignment: organization-defined
time period following the formal transfer action].
C. Modify access authorization as needed to correspond with any changes in operational need due to reassignment or
transfer.
D. Notify [Assignment: organization-defined personnel or roles] within [Assignment: organization-defined time period].",Control,Selected,NA,NA,94
PS,05(400),ps-5.400,Personnel transfer,"Personnel transfer: Security clearance
a. Accept the security status or clearance of the individual when the required one is at the same or lesser level previously
granted.
b. Redo the security screening when:
1) the results are over five years old
2) there is evidence to suggest that the security screening was not done in accordance with the TBS Standard on Security
Screening
3) there is a security waiver attached to the status or clearance
4) law enforcement inquiries or security assessments results have been removed from the individual’s file
5) there is adverse information in the individual’s file that may pose a security risk to the receiving department or agency",Control,Not selected,NA,NA,94
PS,06,ps-6,Access agreements,"A. Develop and document access agreements for organizational systems.
B. Review and update the access agreements [Assignment: organization-defined frequency].
C. Verify that individuals requiring access to organizational information and systems:
1. sign appropriate access agreements prior to being granted access
2. re-sign access agreements to maintain access to organizational systems when access agreements have been updated
or [Assignment: organization-defined frequency]",Control,Selected,NA,NA,95
PS,06(01),ps-6.1,Access agreements,"Access agreements: Information requiring special protection
Withdrawn: Incorporated into PS-03.",NA,NA,NA,NA,95
PS,06(02),ps-6.2,Access agreements,"Access agreements: Classified information requiring special protection
Verify that access to classified information requiring special protection is granted only to individuals who:
a. have a valid access authorization that is demonstrated by assigned official government duties
b. satisfy associated personnel security criteria
c. have read, understood, and signed a non-disclosure agreement",Control,Not selected,NA,NA,95
PS,06(03),ps-6.3,Access agreements,"Access agreements: Post-employment requirements
a. Notify individuals of applicable, legally binding post-employment requirements for protection of organizational
information.
b. Require individuals to sign an acknowledgment of these requirements, if applicable, as part of granting initial access to
covered information.",Control,Not selected,NA,NA,95
PS,07,ps-7,External personnel security,"A. Establish personnel security requirements, including security roles and responsibilities for external providers.
B. Require external providers to comply with personnel security policies and procedures established by the organization.
C. Document personnel security requirements.
D. Require external providers to notify [Assignment: organization-defined personnel or roles] of any personnel transfers or
terminations of external personnel who possess organizational credentials and/or badges, or who have system privileges
within [Assignment: organization-defined time period].
E. Monitor provider compliance with personnel security requirements.
AA. The organization ensures security screening of private-sector organizations and individuals who have access to
Protected and Classified information, assets, and facilities in accordance with the TBS Standard on Security Screening.
BB. The organization explicitly defines government oversight and end-user roles and responsibilities relative to third-party-
provided services in accordance with the TBS Directive on Security Management, Appendix F: Mandatory Procedures for
Security in Contracts and Other Arrangements Control.",Control,Selected,NA,NA,95
PS,08,ps-8,Personnel sanctions,"A. Employ a formal sanctions process for individuals who fail to comply with established information security and privacy
policies and procedures.
B. Notify [Assignment: organization-defined personnel or roles] within [Assignment: organization-defined time period]
when a formal employee sanctions process is initiated, identifying the individual sanctioned and the reason for the
sanction.",Control,Selected,NA,NA,95
PS,09,ps-9,Position descriptions,Incorporate security and privacy roles and responsibilities into organizational position descriptions.,Activity,Selected,NA,NA,96
PT,01,pt-1,Personal information handling and transparency policy and procedures,"A. Develop, document, and disseminate to [Assignment: organization-defined personnel or roles]:
1. [Selection (one or more): organization-level; mission/business process-level; system-level] privacy policy and personal
information handling procedures that:
a. addresses objectives, scope, roles, responsibilities, management commitment, coordination among organizational
entities, and compliance obligations
b. is consistent with applicable laws, jurisprudence, directives, regulations, policies, directives, standards, and guidelines
2. procedures to facilitate the implementation of the privacy policy and procedures for personal information handling and
the associated personal information handling and transparency controls
B. Delegate responsibility to [Assignment: organization-defined official] to develop, document, and communicate personal
information handling and transparency policy and procedures.
C. Review and update personal information handling and transparency:
1. privacy policy [Assignment: organization-defined frequency] and following [Assignment: organization-defined events]
2. personal information handling procedures, including transparency requirements [Assignment: organization-defined
frequency] and following [Assignment: organization-defined events]",Activity,Not allocated to baseline.,NA,NA,96
PT,02,pt-2,Authority to collect and use personal information,"A. Determine and document the [Assignment: organization-defined authority] that permits the [Assignment: organization-
defined collection and use] of personal information.
B. Restrict the [Assignment: organization-defined collection and use] of personal information to only that which is
authorized.",Control,Not allocated to baseline.,NA,NA,96
PT,02(01),pt-2.1,Authority to collect and use personal information,"Authority to collect and use personal information: Data tagging
Attach data tags containing [Assignment: organization-defined authorized handling] to [Assignment: organization-defined
elements of personal information].",Control,Not allocated to baseline.,NA,NA,96
PT,02(02),pt-2.2,Authority to collect and use personal information,"Authority to collect and use personal information: Automation
Manage enforcement of the authorized handling of personal information using [Assignment: organization-defined
automated mechanisms].",Control,Not allocated to baseline.,NA,NA,96
PT,03,pt-3,Personal information handling uses and disclosures,"A. Identify and document the [Assignment: organization-defined use(s) and disclosure(s)] associated with collections of
personal information.
B. Describe the purpose(s) of collection in the privacy notices and policies of the program activity or organization.
C. Restrict the [Assignment: organization-defined use(s) and disclosure(s)] of personal information to only that which is
compatible with the identified purpose(s) or permissible under the Privacy Act.
D. Monitor changes in handling personal information and implement [Assignment: organization-defined mechanisms] to
ensure that any changes are made in accordance with [Assignment: identified legislative requirements].
AA. Update the PIB and notify the Office of the Privacy commissioner (OPC) and TBS of the new use or disclosure.",Control,Not allocated to baseline.,NA,NA,96
PT,03(01),pt-3.1,Personal information handling uses and disclosures,"Personal information handling uses and disclosures: Data tagging
Attach data tags containing the following purposes to [Assignment: organization-defined elements of personal
information]: [Assignment: organization-defined handling purposes].",Control,Not allocated to baseline.,NA,NA,97
PT,03(02),pt-3.2,Personal information handling uses and disclosures,"Personal information handling uses and disclosures: Automation
Track handling purposes of personal information using [Assignment: organization-defined automated mechanisms].",Control,Not allocated to baseline.,NA,NA,97
PT,04,pt-4,Consent,"A. Ensure that consent is obtained in writing or is otherwise adequately documented, including information such as the
date and time of consent.
B. In the federal government, implement [Assignment: organization-defined tools or mechanisms] for individuals to
provide informed consent to the secondary uses or indirect collection of their personal information. Consent must include:
1. the purpose of the consent
2. the specific personal information elements involved
3. in the case of indirect collection, the sources that will be asked to provide the information, as well as the reason for
making the collection indirectly
4. uses or disclosures that are not consistent with the original purpose of the collection and for which consent is being
sought
5. any consequences that may result from withholding consent
6. any alternatives to providing consent
C. In the private sector, implement [Assignment: organization-defined tools or mechanisms] for individuals to provide
meaningful consent to the collection, use and disclosure of their personal information.",Control,Not allocated to baseline.,NA,NA,97
PT,04(01),pt-4.1,Consent,"Consent: Tailored consent Government of Canada
Provide [Assignment: organization-defined mechanisms] to allow individuals to tailor handling permissions to selected
elements of personal information.",Control,Not allocated to baseline.,NA,NA,97
PT,04(02),pt-4.2,Consent,"Consent: Timely consent
Present [Assignment: organization-defined consent mechanisms] to individuals at [Assignment: organization-defined
frequency] and in conjunction with [Assignment: organization-defined personal information handling].",Control,Not allocated to baseline.,NA,NA,97
PT,04(03),pt-4.3,Consent,"Consent: Revocation
Implement [Assignment: organization-defined tools or mechanisms] for individuals to revoke consent to the handling of
their personal information.",Control,Not allocated to baseline.,NA,NA,97
PT,04(400),pt-4.400,Consent,"Consent: Tailored consent private sector
Provide [Assignment: organization-defined mechanisms] to allow individuals to tailor handling permissions to selected
elements of personal information.",Control,Not allocated to baseline.,NA,NA,97
PT,05,pt-5,Privacy notice,"Provide notice to individuals about the collection of their personal information that includes:
A. the legal authority for the collection of personal information
B. any legal or administrative consequences of refusing to provide the personal information
C. the rights of access to, correction, and protection of personal information
D. a warning that system usage may be monitored, recorded, and subject to audit and includes:
1. a statement explaining the regular monitoring practices of electronic networks
2. a statement that electronic networks will be monitored for work-related purposes
3. a statement that special monitoring may be permitted without notice in instances where illegal or other unacceptable
use is suspected
E. an explanation of how the information will be used
F. the right to file a complaint with the Privacy Commissioner of Canada regarding the institution’s handling of the
individual’s personal information
G. the relevant PIB reference, if applicable",Control,Not allocated to baseline.,NA,NA,98
PT,05(01),pt-5.1,Privacy notice,"Privacy notice: Timely privacy notice statements
Present notice of personal information handling to individuals at the time that the individual provides personal information
[Assignment: organization-defined frequency].",Control,Not allocated to baseline.,NA,NA,98
PT,05(02),pt-5.2,Privacy notice,"Privacy notice: Privacy notice statements
Include privacy notice statements on forms that collect information which will be maintained in a Personal Information
Bank (PIB).",Control,Not allocated to baseline.,NA,NA,98
PT,06,pt-6,Personal information banks,"Program activities that collect personal information must register and publish a PIB if that information has been used, is
being used, or is available for use for an administrative purpose or if it is organized or intended to be retrieved by the
name of an individual or by an identifying number, symbol or other particular assigned to an individual. [Assignment:
organization-defined roles or personnel] are responsible for:
A. registering or submitting new or significantly modified PIBs in accordance with TBS Directive on Privacy Practices,
using the Personal Information Bank Submission form provided by TBS
B. publishing PIBs on the relevant institution’s Info Source webpage and updating this information once a year
C. keeping PIBs accurate, up-to-date, and scoped in accordance with policy",Control,Not allocated to baseline.,NA,NA,98
PT,06(01),pt-6.1,Personal information banks,"Personal information banks: Consistent uses and disclosures
Review all consistent uses published in the PIB at [Assignment: organization-defined frequency] to ensure continued
accuracy, and to ensure that consistent uses continue to be compatible with the purpose for which the information was
collected.",Control,Not allocated to baseline.,NA,NA,98
PT,06(02),pt-6.2,Personal information banks,"Personal information banks: Exempt banks
Review all PIBs that were designated as exempt banks under section 18 of the Privacy Act [Assignment: organization-
defined frequency] to ensure they remain appropriate and necessary in accordance with law.",Control,Not allocated to baseline.,NA,NA,98
PT,07,pt-7,Particularly sensitive personal information,Apply [Assignment: organization-defined handling conditions] for particularly sensitive personal information.,Control,Not allocated to baseline.,NA,NA,98
